TOURNAMENT,TEAM_0_NAME,TEAM_0_HEROES,TEAM_0_SIDE,TEAM_0_WIN,TEAM_1_NAME,TEAM_1_HEROES,TEAM_1_SIDE,TEAM_1_WIN
The International 11,Team Secret,"['Morphling', 'Batrider', 'Doom', 'Marci', 'Witch Doctor']",dire,0,Tundra Esports,"['Chaos Knight', 'Outworld Devourer', 'Tidehunter', 'Tiny', 'Crystal Maiden']",radiant,1
The International 11,Talon Esports,"['Slark', 'Leshrac', 'Beastmaster', 'Nyx Assassin', 'Enchantress']",dire,1,Fnatic,"['Terrorblade', 'Pangolier', 'Primal Beast', 'Tiny', 'Undying']",radiant,0
The International 11,Talon Esports,"['Razor', 'Leshrac', 'Dawnbreaker', 'Nyx Assassin', 'Disruptor']",dire,1,Fnatic,"['Lifestealer', 'Batrider', 'Puck', 'Tiny', 'Undying']",radiant,0
The International 11,Fnatic,"['Alchemist', 'Zeus', ""Nature's Prophet"", 'Primal Beast', 'Nyx Assassin']",dire,0,Entity Gaming,"['Lone Druid', 'Arc Warden', 'Undying', 'Marci', 'Disruptor']",radiant,1
The International 11,Entity Gaming,"['Shadow Fiend', 'Invoker', 'Legion Commander', 'Nyx Assassin', 'Silencer']",dire,0,Fnatic,"['Monkey King', 'Pangolier', 'Undying', 'Terrorblade', 'Disruptor']",radiant,1
The International 11,Fnatic,"['Bloodseeker', 'Queen of Pain', 'Enigma', 'Tiny', 'Crystal Maiden']",dire,0,Team Secret,"['Sniper', 'Viper', 'Primal Beast', 'Earth Spirit', 'Enchantress']",radiant,1
The International 11,Team Secret,"['Morphling', 'Zeus', 'Leshrac', 'Earth Spirit', 'Enchantress']",dire,0,Fnatic,"['Terrorblade', 'Tusk', 'Pangolier', 'Undying', 'Enigma']",radiant,1
The International 11,Entity Gaming,"['Shadow Fiend', 'Batrider', 'Omniknight', 'Tiny', 'Silencer']",dire,0,Talon Esports,"['Pudge', 'Lina', 'Undying', 'Rubick', 'Marci']",radiant,1
The International 11,Entity Gaming,"['Drow Ranger', 'Shadow Fiend', 'Enigma', 'Tiny', 'Undying']",dire,0,Talon Esports,"['Dawnbreaker', 'Lina', 'Pangolier', 'Nyx Assassin', 'Vengeful Spirit']",radiant,1
The International 11,Talon Esports,"['Templar Assassin', 'Visage', 'Doom', 'Nyx Assassin', 'Enchantress']",dire,0,Team Secret,"['Shadow Fiend', 'Tusk', 'Slardar', 'Marci', 'Crystal Maiden']",radiant,1
The International 11,Talon Esports,"['Lone Druid', 'Leshrac', 'Lycan', 'Clockwerk', 'Jakiro']",dire,0,Team Secret,"['Bloodseeker', 'Lina', 'Broodmother', 'Tusk', 'Bane']",radiant,1
The International 11,Entity Gaming,"['Lina', 'Ember Spirit', 'Enigma', 'Nyx Assassin', 'Jakiro']",dire,0,Team Secret,"['Gyrocopter', 'Kunkka', 'Broodmother', 'Marci', 'Disruptor']",radiant,1
The International 11,Entity Gaming,"['Naga Siren', 'Arc Warden', 'Leshrac', 'Nyx Assassin', 'Jakiro']",dire,0,Team Secret,"['Lifestealer', 'Lina', 'Enigma', 'Tusk', 'Chen']",radiant,1
The International 11,Evil Geniuses,"['Sven', 'Invoker', 'Tidehunter', 'Silencer', 'Shadow Fiend']",dire,0,Thunder Awaken,"['Bloodseeker', 'Zeus', 'Pangolier', 'Tiny', 'Crystal Maiden']",radiant,1
The International 11,Evil Geniuses,"['Razor', 'Shadow Fiend', 'Pangolier', 'Clockwerk', 'Marci']",dire,0,Thunder Awaken,"['Morphling', 'Tiny', 'Dawnbreaker', 'Lion', 'Lich']",radiant,1
The International 11,Team Secret,"['Dawnbreaker', 'Leshrac', 'Crystal Maiden', 'Nyx Assassin', 'Silencer']",dire,1,PSG.LGD,"['Lone Druid', 'Tusk', 'Pangolier', 'Dazzle', 'Enigma']",radiant,0
The International 11,PSG.LGD,"['Monkey King', 'Zeus', 'Death Prophet', 'Tiny', 'Lich']",dire,0,Team Secret,"['Dawnbreaker', 'Leshrac', 'Marci', 'Nyx Assassin', 'Disruptor']",radiant,1
The International 11,Team Liquid,"['Shadow Fiend', 'Mars', 'Death Prophet', 'Marci', 'Disruptor']",dire,0,Team Aster,"['Sniper', 'Leshrac', 'Pangolier', 'Crystal Maiden', 'Sven']",radiant,1
The International 11,Team Liquid,"['Ursa', 'Shadow Fiend', 'Beastmaster', 'Marci', 'Crystal Maiden']",dire,0,Team Aster,"['Terrorblade', 'Leshrac', 'Brewmaster', 'Snapfire', 'Lich']",radiant,1
The International 11,Thunder Awaken,"['Morphling', 'Pangolier', 'Mars', 'Snapfire', 'Crystal Maiden']",dire,0,Team Secret,"['Drow Ranger', 'Leshrac', 'Marci', 'Earth Spirit', 'Disruptor']",radiant,1
The International 11,Team Secret,"['Ursa', 'Leshrac', 'Kunkka', 'Marci', 'Silencer']",dire,1,Thunder Awaken,"['Slark', 'Zeus', 'Tidehunter', 'Nyx Assassin', 'Crystal Maiden']",radiant,0
The International 11,Team Aster,"['Slark', 'Mars', 'Razor', 'Marci', 'Crystal Maiden']",dire,0,Tundra Esports,"['Chaos Knight', 'Pangolier', 'Doom', 'Mirana', 'Lich']",radiant,1
The International 11,Tundra Esports,"['Slark', 'Zeus', 'Broodmother', 'Mirana', 'Tiny']",dire,1,Team Aster,"['Dawnbreaker', 'Storm Spirit', 'Snapfire', 'Marci', 'Shadow Fiend']",radiant,0
The International 11,Hokori,"['Ember Spirit', 'Shadow Fiend', 'Enigma', 'Tusk', 'Ogre Magi']",dire,0,beastcoast,"['Phantom Lancer', 'Batrider', 'Clockwerk', 'Tiny', 'Crystal Maiden']",radiant,1
The International 11,Team Spirit,"['Lifestealer', 'Outworld Devourer', 'Leshrac', 'Nyx Assassin', 'Lich']",dire,0,BOOM Esports,"['Shadow Fiend', 'Beastmaster', 'Mars', 'Marci', 'Disruptor']",radiant,1
The International 11,Gaimin Gladiators,"['Morphling', 'Storm Spirit', 'Primal Beast', 'Snapfire', 'Silencer']",dire,1,Fnatic,"['Sniper', 'Templar Assassin', 'Visage', 'Clockwerk', 'Undying']",radiant,0
The International 11,Entity Gaming,"['Lycan', 'Brewmaster', 'Visage', 'Tiny', 'Ancient Apparition']",dire,1,Royal Never Give Up,"['Terrorblade', 'Leshrac', 'Underlord', 'Earthshaker', 'Lich']",radiant,0
The International 11,Evil Geniuses,"['Terrorblade', 'Ember Spirit', 'Broodmother', 'Hoodwink', 'Sven']",dire,0,beastcoast,"['Slark', 'Tiny', 'Mars', 'Snapfire', 'Crystal Maiden']",radiant,1
The International 11,Evil Geniuses,"['Lifestealer', 'Ember Spirit', 'Beastmaster', 'Mirana', 'Crystal Maiden']",dire,0,beastcoast,"['Naga Siren', 'Leshrac', 'Brewmaster', 'Nyx Assassin', 'Chen']",radiant,1
The International 11,PSG.LGD,"['Monkey King', 'Kunkka', 'Slardar', 'Snapfire', 'Chen']",dire,1,BOOM Esports,"['Lifestealer', 'Mars', 'Phoenix', 'Tusk', 'Crystal Maiden']",radiant,0
The International 11,BOOM Esports,"['Bloodseeker', 'Kunkka', 'Death Prophet', 'Hoodwink', 'Enchantress']",dire,0,PSG.LGD,"['Drow Ranger', 'Ember Spirit', 'Visage', 'Earthshaker', 'Undying']",radiant,1
The International 11,Gaimin Gladiators,"['Shadow Fiend', 'Silencer', 'Underlord', 'Tiny', 'Enchantress']",dire,0,OG,"['Monkey King', 'Invoker', 'Slardar', 'Snapfire', 'Naga Siren']",radiant,1
The International 11,OG,"['Faceless Void', 'Viper', 'Pangolier', 'Clockwerk', 'Jakiro']",dire,0,Gaimin Gladiators,"['Lifestealer', 'Storm Spirit', 'Primal Beast', 'Crystal Maiden', 'Silencer']",radiant,1
The International 11,Gaimin Gladiators,"['Kunkka', 'Shadow Fiend', 'Beastmaster', 'Disruptor', 'Undying']",dire,0,OG,"['Naga Siren', 'Invoker', 'Sand King', 'Mirana', 'Jakiro']",radiant,1
The International 11,Team Liquid,"['Lifestealer', 'Leshrac', 'Enigma', 'Spirit Breaker', 'Lich']",dire,1,Entity Gaming,"['Naga Siren', 'Arc Warden', 'Slardar', 'Tiny', 'Crystal Maiden']",radiant,0
The International 11,Entity Gaming,"['Sniper', 'Leshrac', 'Clockwerk', 'Tiny', 'Undying']",dire,1,Team Liquid,"['Lina', 'Tusk', 'Pudge', 'Snapfire', 'Enigma']",radiant,0
The International 11,Entity Gaming,"['Pudge', 'Puck', 'Broodmother', 'Tiny', 'Jakiro']",dire,0,Team Liquid,"['Lifestealer', 'Ember Spirit', 'Enigma', 'Spirit Breaker', 'Crystal Maiden']",radiant,1
The International 11,beastcoast,"['Faceless Void', 'Storm Spirit', 'Visage', 'Snapfire', 'Enchantress']",dire,1,PSG.LGD,"['Drow Ranger', 'Pangolier', 'Slardar', 'Mirana', 'Undying']",radiant,0
The International 11,PSG.LGD,"['Lifestealer', 'Leshrac', 'Axe', 'Marci', 'Disruptor']",dire,1,beastcoast,"['Faceless Void', 'Mars', 'Crystal Maiden', 'Nyx Assassin', 'Tiny']",radiant,0
The International 11,PSG.LGD,"['Sven', 'Leshrac', 'Brewmaster', 'Spirit Breaker', 'Io']",dire,1,beastcoast,"['Chaos Knight', 'Shadow Fiend', 'Batrider', 'Elder Titan', 'Marci']",radiant,0
The International 11,Team Liquid,"['Drow Ranger', 'Lina', 'Pangolier', 'Marci', 'Undying']",dire,1,OG,"['Slark', 'Leshrac', 'Centaur Warrunner', 'Shadow Demon', 'Lich']",radiant,0
The International 11,OG,"[""Nature's Prophet"", 'Ember Spirit', 'Huskar', 'Snapfire', 'Tiny']",dire,0,Team Liquid,"['Bloodseeker', 'Leshrac', 'Broodmother', 'Tusk', 'Crystal Maiden']",radiant,1
The International 11,Team Aster,"['Drow Ranger', 'Lina', 'Pangolier', 'Mirana', 'Shadow Demon']",dire,1,PSG.LGD,"['Riki', 'Ember Spirit', 'Visage', 'Primal Beast', 'Disruptor']",radiant,0
The International 11,Team Aster,"['Gyrocopter', 'Lina', 'Mars', 'Mirana', 'Sven']",dire,1,PSG.LGD,"['Terrorblade', 'Kunkka', 'Enigma', 'Snapfire', 'Tiny']",radiant,0
The International 11,Team Liquid,"['Lifestealer', 'Leshrac', 'Pangolier', 'Tiny', 'Lich']",dire,0,Thunder Awaken,"['Bloodseeker', 'Mars', 'Enigma', 'Rubick', 'Crystal Maiden']",radiant,1
The International 11,Team Liquid,"['Ursa', 'Puck', 'Broodmother', 'Tusk', 'Enigma']",dire,1,Thunder Awaken,"['Gyrocopter', 'Ember Spirit', 'Tidehunter', 'Marci', 'Disruptor']",radiant,0
The International 11,Team Liquid,"['Lifestealer', 'Leshrac', 'Pangolier', 'Tusk', 'Crystal Maiden']",dire,1,Thunder Awaken,"['Ember Spirit', 'Pudge', 'Enigma', 'Marci', 'Undying']",radiant,0
The International 11,Team Liquid,"['Bloodseeker', 'Lina', 'Broodmother', 'Marci', 'Lich']",dire,1,Team Aster,"['Sniper', 'Leshrac', 'Underlord', 'Spirit Breaker', 'Crystal Maiden']",radiant,0
The International 11,Team Aster,"['Sniper', 'Pudge', 'Omniknight', 'Marci', 'Jakiro']",dire,1,Team Liquid,"['Morphling', 'Storm Spirit', 'Leshrac', 'Tusk', 'Crystal Maiden']",radiant,0
The International 11,Team Aster,"['Drow Ranger', 'Beastmaster', 'Primal Beast', 'Naga Siren', 'Crystal Maiden']",dire,0,Team Liquid,"['Lina', 'Night Stalker', 'Pangolier', 'Tusk', 'Undying']",radiant,1
The International 11,Team Liquid,"['Lifestealer', 'Tusk', 'Enigma', 'Primal Beast', 'Lich']",dire,0,Team Secret,"['Morphling', 'Beastmaster', 'Nyx Assassin', 'Sniper', 'Silencer']",radiant,1
The International 11,Team Liquid,"['Sniper', 'Tiny', 'Broodmother', 'Tusk', 'Jakiro']",dire,1,Team Secret,"['Monkey King', 'Queen of Pain', 'Primal Beast', 'Nyx Assassin', 'Silencer']",radiant,0
The International 11,Team Liquid,"['Lifestealer', 'Lina', 'Brewmaster', 'Tusk', 'Undying']",dire,0,Team Secret,"['Drow Ranger', 'Invoker', 'Beastmaster', 'Earthshaker', 'Enchantress']",radiant,1
The International 11,Tundra Esports,"['Naga Siren', 'Tidehunter', 'Hoodwink', 'Mirana', 'Tusk']",dire,1,Team Secret,"['Pudge', 'Leshrac', 'Enigma', 'Tiny', 'Lich']",radiant,0
The International 11,Tundra Esports,"['Chaos Knight', 'Arc Warden', 'Visage', 'Phoenix', 'Marci']",dire,1,Team Secret,"['Morphling', 'Leshrac', 'Bristleback', 'Tusk', 'Chen']",radiant,0
The International 11,Team Secret,"['Naga Siren', 'Ember Spirit', 'Leshrac', 'Marci', 'Silencer']",dire,0,Tundra Esports,"['Medusa', 'Beastmaster', 'Pangolier', 'Mirana', 'Tiny']",radiant,1
The International 11,Tundra Esports,"['Naga Siren', 'Outworld Devourer', 'Broodmother', 'Tiny', 'Mirana']",dire,1,Team Secret,"['Monkey King', 'Ember Spirit', 'Magnus', 'Tusk', 'Disruptor']",radiant,0
The International 11,Tundra Esports,"['Terrorblade', 'Visage', 'Primal Beast', 'Clockwerk', 'Crystal Maiden']",dire,0,Team Secret,"['Drow Ranger', 'Pangolier', 'Dawnbreaker', 'Nyx Assassin', 'Silencer']",radiant,1
The International 11,Tundra Esports,"['Chaos Knight', 'Tusk', 'Enigma', 'Mirana', 'Tiny']",dire,1,Team Secret,"['Gyrocopter', 'Zeus', 'Dawnbreaker', 'Earth Spirit', 'Crystal Maiden']",radiant,0
The International 11,BetBoom Team,"['Sniper', 'Mars', 'Pangolier', 'Marci', 'Chen']",dire,0,BOOM Esports,"['Faceless Void', 'Zeus', 'Enigma', 'Tusk', 'Disruptor']",radiant,1
The International 11,Soniqs,"['Templar Assassin', 'Death Prophet', 'Broodmother', 'Hoodwink', 'Marci']",dire,0,BOOM Esports,"['Bristleback', 'Kunkka', 'Brewmaster', 'Disruptor', 'Undying']",radiant,1
The International 11,Entity Gaming,"['Morphling', 'Leshrac', 'Lycan', 'Nyx Assassin', 'Jakiro']",dire,1,Talon Esports,"['Pudge', 'Shadow Fiend', 'Undying', 'Marci', 'Ancient Apparition']",radiant,0
The International 11,Talon Esports,"['Terrorblade', 'Leshrac', 'Dawnbreaker', 'Earthshaker', 'Witch Doctor']",dire,0,Entity Gaming,"['Sven', 'Visage', 'Pudge', 'Marci', 'Ancient Apparition']",radiant,1
Skyesports Championship 4.0,Neon Esports,"['Gyrocopter', 'Ember Spirit', 'Pangolier', 'Mirana', 'Pugna']",dire,1,Ragnarock,"['Slark', 'Invoker', 'Legion Commander', 'Snapfire', 'Winter Wyvern']",radiant,0
Skyesports Championship 4.0,Ragnarock,"['Faceless Void', 'Lina', 'Tidehunter', 'Mirana', 'Winter Wyvern']",dire,0,Neon Esports,"['Dawnbreaker', 'Night Stalker', 'Techies', 'Shadow Shaman', 'Tusk']",radiant,1
Skyesports Championship 4.0,Whoops!,"['Ursa', 'Ember Spirit', 'Death Prophet', 'Snapfire', 'Crystal Maiden']",dire,0,Hashtag.Reaper,"['Medusa', 'Tusk', 'Sand King', 'Mirana', 'Undying']",radiant,1
Skyesports Championship 4.0,Whoops!,"['Medusa', 'Tusk', 'Marci', 'Dark Willow', 'Enchantress']",dire,1,Hashtag.Reaper,"['Drow Ranger', 'Tiny', 'Pangolier', 'Crystal Maiden', 'Beastmaster']",radiant,0
Skyesports Championship 4.0,Whoops!,"['Medusa', 'Mars', 'Enchantress', 'Rubick', 'Tusk']",dire,0,Hashtag.Reaper,"['Drow Ranger', 'Pangolier', 'Beastmaster', 'Snapfire', 'Mirana']",radiant,1
Skyesports Championship 4.0,Neon Esports,"['Gyrocopter', 'Brewmaster', 'Disruptor', 'Mirana', 'Tusk']",dire,0,Hashtag.Reaper,"['Naga Siren', 'Viper', 'Pangolier', 'Hoodwink', 'Crystal Maiden']",radiant,1
Skyesports Championship 4.0,Neon Esports,"['Bloodseeker', 'Queen of Pain', 'Spirit Breaker', 'Lion', 'Crystal Maiden']",dire,1,Hashtag.Reaper,"['Naga Siren', 'Mars', 'Broodmother', 'Rubick', 'Disruptor']",radiant,0
Skyesports Championship 4.0,Neon Esports,"['Morphling', 'Shadow Fiend', 'Dawnbreaker', 'Shadow Shaman', 'Abaddon']",dire,0,Hashtag.Reaper,"['Sniper', 'Ember Spirit', 'Axe', 'Snapfire', 'Mirana']",radiant,1
Skyesports Championship 4.0,Neon Esports,"['Lifestealer', 'Mars', 'Disruptor', 'Mirana', 'Tiny']",dire,1,Hashtag.Reaper,"['Sniper', 'Ember Spirit', 'Sand King', 'Snapfire', 'Hoodwink']",radiant,0
Skyesports Championship 4.0,Neon Esports,"['Naga Siren', 'Tiny', 'Enigma', 'Disruptor', 'Pangolier']",dire,0,Hashtag.Reaper,"['Bloodseeker', 'Ember Spirit', 'Viper', 'Rubick', 'Undying']",radiant,1
Skyesports Championship 4.0,Whoops!,"['Morphling', 'Dark Seer', 'Marci', 'Clockwerk', 'Dark Willow']",dire,1,Ragnarock,"['Phantom Lancer', 'Ember Spirit', 'Doom', 'Snapfire', 'Winter Wyvern']",radiant,0
Skyesports Championship 4.0,Ragnarock,"['Juggernaut', 'Ember Spirit', 'Mars', 'Lion', 'Lich']",dire,0,Whoops!,"['Naga Siren', 'Outworld Devourer', 'Void Spirit', 'Nyx Assassin', 'Mirana']",radiant,1
Skyesports Championship 4.0,Whoops!,"['Bloodseeker', 'Lina', 'Tidehunter', 'Nyx Assassin', 'Treant Protector']",dire,0,Neon Esports,"['Shadow Fiend', 'Ember Spirit', 'Lycan', 'Clockwerk', 'Mirana']",radiant,1
Skyesports Championship 4.0,Whoops!,"['Juggernaut', 'Tiny', 'Crystal Maiden', 'Tusk', 'Mirana']",dire,1,Neon Esports,"['Monkey King', 'Templar Assassin', 'Viper', 'Lich', 'Ember Spirit']",radiant,0
Skyesports Championship 4.0,Neon Esports,"['Lifestealer', 'Timbersaw', 'Lion', 'Skywrath Mage', 'Tusk']",dire,1,Whoops!,"['Naga Siren', 'Zeus', 'Mars', 'Clockwerk', 'Mirana']",radiant,0
Skyesports Championship 4.0,Whoops!,"['Medusa', 'Ember Spirit', 'Doom', 'Snapfire', 'Grimstroke']",dire,0,Neon Esports,"['Anti-Mage', 'Silencer', 'Wraith King', 'Skywrath Mage', 'Tiny']",radiant,1
Skyesports Championship 4.0,Neon Esports,"['Ursa', 'Tiny', 'Enigma', 'Crystal Maiden', 'Pangolier']",dire,1,Hashtag.Reaper,"['Drow Ranger', 'Tusk', 'Doom', 'Mirana', 'Undying']",radiant,0
Skyesports Championship 4.0,Neon Esports,"['Dawnbreaker', 'Viper', 'Spirit Breaker', 'Tiny', 'Crystal Maiden']",dire,1,Hashtag.Reaper,"['Templar Assassin', 'Void Spirit', 'Broodmother', 'Mirana', 'Undying']",radiant,0
Skyesports Championship 4.0,Neon Esports,"['Anti-Mage', 'Batrider', 'Bloodseeker', 'Tusk', 'Crystal Maiden']",dire,1,Hashtag.Reaper,"['Medusa', 'Mars', 'Broodmother', 'Clockwerk', 'Mirana']",radiant,0
WePlay! Bukovel Minor 2020,Geek Fam,"['Gyrocopter', 'Huskar', 'Abaddon', 'Rubick', 'Io']",dire,1,Ninjas in Pyjamas,"['Slark', 'Templar Assassin', 'Centaur Warrunner', 'Tiny', 'Batrider']",radiant,0
WePlay! Bukovel Minor 2020,Geek Fam,"['Razor', 'Outworld Devourer', 'Night Stalker', 'Shadow Demon', 'Treant Protector']",dire,1,Ninjas in Pyjamas,"['Morphling', 'Shadow Fiend', 'Omniknight', 'Tiny', 'Disruptor']",radiant,0
WePlay! Bukovel Minor 2020,Geek Fam,"['Drow Ranger', 'Storm Spirit', 'Legion Commander', 'Bane', 'Puck']",dire,0,Royal Never Give Up,"['Lifestealer', 'Shadow Fiend', 'Omniknight', 'Rubick', 'Vengeful Spirit']",radiant,1
WePlay! Bukovel Minor 2020,Geek Fam,"['Gyrocopter', 'Dragon Knight', 'Omniknight', 'Io', 'Grimstroke']",dire,0,Royal Never Give Up,"['Huskar', 'Puck', 'Abaddon', 'Rubick', 'Lich']",radiant,1
WePlay! Bukovel Minor 2020,Ninjas in Pyjamas,"['Faceless Void', 'Timbersaw', 'Viper', 'Earthshaker', 'Pugna']",dire,0,Team Spirit,"['Slark', 'Invoker', 'Necrophos', 'Io', 'Tiny']",radiant,1
WePlay! Bukovel Minor 2020,Team Spirit,"['Spectre', 'Tiny', 'Necrophos', 'Earthshaker', 'Chen']",dire,1,Ninjas in Pyjamas,"['Slark', 'Kunkka', 'Sand King', 'Lich', 'Disruptor']",radiant,0
WePlay! Bukovel Minor 2020,Geek Fam,"['Phantom Lancer', 'Magnus', 'Abaddon', 'Rubick', 'Crystal Maiden']",dire,1,Team Spirit,"['Morphling', 'Tiny', 'Omniknight', 'Winter Wyvern', 'Lich']",radiant,0
WePlay! Bukovel Minor 2020,Geek Fam,"['Bloodseeker', 'Chen', 'Axe', 'Rubick', 'Magnus']",dire,1,Team Spirit,"['Monkey King', 'Slark', 'Earthshaker', 'Crystal Maiden', 'Silencer']",radiant,0
WePlay! Bukovel Minor 2020,Team Spirit,"['Terrorblade', 'Batrider', 'Rubick', 'Earth Spirit', 'Invoker']",dire,0,Royal Never Give Up,"['Terrorblade', 'Batrider', 'Rubick', 'Earth Spirit', 'Invoker']",radiant,1
WePlay! Bukovel Minor 2020,Team Spirit,"['Phantom Lancer', 'Puck', 'Abaddon', 'Io', 'Disruptor']",dire,0,Royal Never Give Up,"['Phantom Lancer', 'Puck', 'Abaddon', 'Io', 'Disruptor']",radiant,1
WePlay! Bukovel Minor 2020,Nigma Galaxy,"['Arc Warden', 'Lina', ""Nature's Prophet"", 'Rubick', 'Doom']",dire,0,Fighting PandaS,"['Drow Ranger', 'Shadow Fiend', 'Beastmaster', 'Omniknight', 'Disruptor']",radiant,1
WePlay! Bukovel Minor 2020,Fighting PandaS,"['Drow Ranger', 'Shadow Fiend', 'Beastmaster', 'Jakiro', 'Disruptor']",dire,0,Nigma Galaxy,"['Ember Spirit', 'Templar Assassin', 'Doom', 'Lich', 'Winter Wyvern']",radiant,1
WePlay! Bukovel Minor 2020,Nigma Galaxy,"['Clinkz', 'Templar Assassin', 'Underlord', 'Vengeful Spirit', 'Winter Wyvern']",dire,0,Fighting PandaS,"['Phantom Lancer', 'Storm Spirit', 'Abaddon', 'Jakiro', 'Lich']",radiant,1
WePlay! Bukovel Minor 2020,Gambit Esports,"['Bloodseeker', 'Puck', 'Naga Siren', 'Earthshaker', 'Crystal Maiden']",dire,0,Fighting PandaS,"['Alchemist', 'Viper', 'Abaddon', 'Disruptor', 'Treant Protector']",radiant,1
WePlay! Bukovel Minor 2020,Gambit Esports,"['Morphling', 'Lina', 'Brewmaster', 'Rubick', 'Vengeful Spirit']",dire,1,Fighting PandaS,"['Clinkz', 'Puck', 'Bloodseeker', 'Omniknight', 'Lich']",radiant,0
WePlay! Bukovel Minor 2020,Gambit Esports,"['Morphling', 'Shadow Fiend', 'Timbersaw', 'Tiny', 'Treant Protector']",dire,1,Fighting PandaS,"['Troll Warlord', 'Storm Spirit', 'Elder Titan', 'Omniknight', 'Lich']",radiant,0
WePlay! Bukovel Minor 2020,FURIA Esports,"['Night Stalker', 'Viper', 'Magnus', 'Tusk', 'Disruptor']",dire,0,Nigma Galaxy,"['Lina', 'Ember Spirit', 'Underlord', 'Rubick', 'Lich']",radiant,1
WePlay! Bukovel Minor 2020,Nigma Galaxy,"['Slark', 'Huskar', 'Omniknight', 'Rubick', 'Lich']",dire,1,FURIA Esports,"['Morphling', 'Night Stalker', 'Magnus', 'Vengeful Spirit', 'Disruptor']",radiant,0
WePlay! Bukovel Minor 2020,Nigma Galaxy,"['Anti-Mage', 'Windranger', 'Legion Commander', 'Elder Titan', 'Lich']",dire,1,Fighting PandaS,"['Razor', 'Storm Spirit', 'Omniknight', 'Enchantress', 'Treant Protector']",radiant,0
WePlay! Bukovel Minor 2020,Nigma Galaxy,"['Terrorblade', 'Lina', 'Underlord', 'Elder Titan', 'Winter Wyvern']",dire,0,Fighting PandaS,"['Drow Ranger', 'Shadow Fiend', 'Batrider', 'Omniknight', 'Treant Protector']",radiant,1
WePlay! Bukovel Minor 2020,Fighting PandaS,"['Drow Ranger', 'Storm Spirit', 'Legion Commander', 'Jakiro', 'Treant Protector']",dire,0,Nigma Galaxy,"['Ember Spirit', 'Windranger', ""Nature's Prophet"", 'Disruptor', 'Lich']",radiant,1
WePlay! Bukovel Minor 2020,FURIA Esports,"['Terrorblade', 'Kunkka', 'Abaddon', 'Rubick', 'Lich']",dire,0,Gambit Esports,"['Bloodseeker', 'Dark Seer', 'Magnus', 'Earthshaker', 'Chen']",radiant,1
WePlay! Bukovel Minor 2020,Gambit Esports,"['Ursa', 'Templar Assassin', 'Omniknight', 'Tiny', 'Lich']",dire,1,FURIA Esports,"['Terrorblade', 'Ember Spirit', 'Axe', 'Elder Titan', 'Disruptor']",radiant,0
WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Slark', 'Puck', 'Treant Protector', 'Io', 'Vengeful Spirit']",dire,1,Nigma Galaxy,"['Naga Siren', 'Tiny', 'Enigma', 'Rubick', 'Chen']",radiant,0
WePlay! Bukovel Minor 2020,Nigma Galaxy,"['Slark', 'Huskar', 'Dark Seer', 'Io', 'Winter Wyvern']",dire,1,Royal Never Give Up,"['Phantom Lancer', 'Lina', 'Abaddon', 'Vengeful Spirit', 'Disruptor']",radiant,0
WePlay! Bukovel Minor 2020,Royal Never Give Up,"['Lifestealer', 'Invoker', 'Legion Commander', 'Io', 'Ancient Apparition']",dire,1,Nigma Galaxy,"['Templar Assassin', 'Huskar', 'Doom', 'Disruptor', 'Treant Protector']",radiant,0
WePlay! Bukovel Minor 2020,Geek Fam,"['Drow Ranger', 'Razor', 'Treant Protector', 'Omniknight', 'Disruptor']",dire,1,Gambit Esports,"['Leshrac', 'Brewmaster', 'Magnus', 'Tiny', 'Chen']",radiant,0
